gradient_step,elapsed_time_seconds,model_reward_mean,model_reward_min,model_state_abs_max,policy_loss,value_loss,behavior_kl,entropy,approx_old_policy_kl,clip_fraction,actor_grad_norm,value_grad_norm
1,0.14360670000314713,-283.3396911621094,-340.659912109375,198.17298889160156,0.021607225760817528,1059933.75,0.0,0.7941851615905762,0.0,0.0,318.01068115234375,2068.21826171875
100,0.9436165001243353,-283.3396911621094,-340.659912109375,198.17298889160156,0.5779035687446594,1109707.75,1.3962204456329346,0.8561043739318848,1.4417822360992432,0.91015625,1437.4112548828125,17255.43359375
200,1.7493853000923991,-283.92547607421875,-352.4619445800781,201.4819793701172,0.4489902853965759,1057366.75,0.6852670907974243,0.8924544453620911,1.9958455562591553,0.953125,1287.054443359375,15305.8857421875
300,2.5094740001950413,-283.6922912597656,-347.8758850097656,196.62576293945312,0.33983612060546875,1086787.5,0.8061614036560059,0.9397776126861572,2.2845869064331055,0.9609375,823.08740234375,18709.314453125
400,3.2676557002123445,-285.547607421875,-346.33306884765625,202.74070739746094,0.1087379902601242,997259.6875,0.3812832832336426,0.9801506400108337,0.6845681071281433,0.90625,366.1759033203125,16350.732421875
500,4.08576610009186,-281.7274475097656,-355.8426513671875,202.27175903320312,0.6701497435569763,1064557.0,0.3548356890678406,1.0351676940917969,1.2967897653579712,0.921875,464.3011779785156,19038.943359375
600,4.8863042001612484,-279.4404602050781,-354.365234375,197.43716430664062,1.1232296228408813,1038632.9375,2.0255022048950195,1.0880436897277832,3.670952796936035,0.98828125,819.0369873046875,19230.662109375
700,5.798529400024563,-281.4651794433594,-351.1012878417969,195.56448364257812,0.22980108857154846,961647.75,0.2712869942188263,1.1573069095611572,0.7527130842208862,0.90625,102.72936248779297,18432.1484375
800,6.767848700052127,-282.4663391113281,-352.00897216796875,203.41107177734375,0.42247867584228516,1050110.25,0.890856146812439,1.1925384998321533,2.5211474895477295,0.9765625,549.156005859375,20654.94140625
900,7.722531200153753,-287.73663330078125,-360.7322692871094,201.0892791748047,0.37149572372436523,1078617.25,0.5126748085021973,1.2602543830871582,1.3837817907333374,0.921875,213.87710571289062,21278.029296875
1000,8.496016400167719,-285.9780578613281,-350.0228576660156,202.74070739746094,0.3527144193649292,1080047.75,0.5946016311645508,1.2819762229919434,0.9070836305618286,0.8515625,228.3110809326172,20080.505859375
1100,9.258425400126725,-284.0502624511719,-347.392333984375,198.2382354736328,0.35276371240615845,1025318.0,0.4326412081718445,1.292007565498352,0.7567282319068909,0.90625,303.20550537109375,20446.37109375
1200,10.125615400029346,-283.2724609375,-355.23797607421875,198.642578125,0.19201114773750305,1079439.75,0.3053259253501892,1.2817314863204956,0.2790193259716034,0.73828125,201.6174774169922,22574.080078125
1300,11.015427500009537,-281.3883972167969,-352.60809326171875,193.02122497558594,0.1922483593225479,1083937.75,0.7939119338989258,1.2729809284210205,0.22373995184898376,0.7734375,205.51669311523438,21442.443359375
1400,11.780511600198224,-283.9477233886719,-351.5909423828125,202.97508239746094,0.05897640436887741,940187.0,0.39605483412742615,1.2422903776168823,0.3049352169036865,0.8203125,176.33705139160156,19585.177734375
1500,12.547191200079396,-283.1615905761719,-356.2309875488281,199.63999938964844,0.11811687052249908,986354.5,0.19084829092025757,1.1966221332550049,0.17548996210098267,0.80078125,83.0081558227539,20192.458984375
1600,13.30826050019823,-281.87701416015625,-352.95556640625,202.74070739746094,0.18780095875263214,1031408.125,0.5405625104904175,1.2158989906311035,0.23088252544403076,0.81640625,160.70046997070312,20772.833984375
1700,14.17730710003525,-282.7853698730469,-349.5665283203125,203.34957885742188,0.20052914321422577,1087673.5,0.33273470401763916,1.170183539390564,0.17007580399513245,0.6875,110.83686828613281,21541.77734375
1800,15.06882410007529,-284.15625,-349.8149719238281,195.56448364257812,0.2534637451171875,1113693.25,0.2429734617471695,1.0843532085418701,0.40056371688842773,0.828125,95.48261260986328,21778.611328125
1900,15.824962500017136,-281.44189453125,-349.09808349609375,201.0050506591797,-0.05292177200317383,916565.0625,0.12571313977241516,1.0966416597366333,0.14977970719337463,0.65234375,31.394956588745117,19586.24609375
2000,16.654112300137058,-284.89544677734375,-355.808349609375,201.27757263183594,0.09821894019842148,1058716.5,0.22100910544395447,1.0186210870742798,0.18556323647499084,0.77734375,76.6178970336914,20992.166015625
2100,17.428059900179505,-283.9463806152344,-352.78741455078125,198.36514282226562,0.06182143837213516,1045761.25,0.15324988961219788,0.974141001701355,0.11155076324939728,0.60546875,86.36832427978516,20949.203125
2200,18.296318400185555,-284.5286560058594,-355.0828857421875,198.75633239746094,-0.014029204845428467,934109.875,0.5246856808662415,0.9670754671096802,0.29713404178619385,0.78515625,157.3145294189453,19706.73828125
2300,19.204120700014755,-282.8695373535156,-348.03192138671875,199.94781494140625,0.048558950424194336,996110.5625,0.35850244760513306,1.0076768398284912,0.21895986795425415,0.76953125,101.01817321777344,20354.173828125
