gradient_step,model_reward_mean,model_reward_min,model_state_abs_max,policy_loss,value_loss,behavior_kl,entropy,approx_old_policy_kl,clip_fraction,actor_grad_norm,value_grad_norm
1,-283.9366149902344,-346.7550354003906,198.17298889160156,0.022166157141327858,1066552.75,0.0,0.7941851615905762,0.0,0.0,319.8663635253906,2084.51953125
100,-283.9366149902344,-346.7550354003906,198.17298889160156,0.3931780457496643,1114299.0,10.330400466918945,0.8537225127220154,10.460658073425293,0.99609375,3221.77490234375,17286.974609375
200,-288.9806213378906,-353.1639709472656,201.4819793701172,0.36268094182014465,1093974.25,4.015040397644043,0.9109646081924438,12.887672424316406,1.0,2428.192138671875,15775.708984375
300,-275.66351318359375,-347.4111633300781,196.62576293945312,1.031407356262207,1019719.4375,1.454698920249939,0.9753855466842651,3.033714771270752,0.98046875,1328.50830078125,18058.603515625
400,-284.3766784667969,-348.1439208984375,202.74070739746094,0.24200965464115143,982943.375,0.6120102405548096,1.0309526920318604,2.224294662475586,0.95703125,631.5299682617188,16282.732421875
500,-281.02313232421875,-358.66650390625,202.27175903320312,0.25650906562805176,1060405.5,0.6694259643554688,1.0782203674316406,0.5760073661804199,0.8984375,617.8507690429688,18919.7265625
600,-285.2594909667969,-357.05255126953125,197.43716430664062,0.38617104291915894,1091214.125,0.8654569387435913,1.1151137351989746,1.866882085800171,0.9453125,462.6495666503906,20667.091796875
700,-278.7775573730469,-356.979736328125,195.56448364257812,0.28227871656417847,942921.0,0.4083992540836334,1.1601855754852295,0.999691367149353,0.8671875,418.6556396484375,18255.439453125
800,-284.70025634765625,-360.86651611328125,203.41107177734375,0.23514269292354584,1071580.875,0.2694196105003357,1.1737720966339111,0.6415181159973145,0.8828125,276.6454162597656,20886.626953125
900,-286.6613464355469,-360.2313232421875,201.0892791748047,0.26095670461654663,1074620.75,0.4062693119049072,1.1918718814849854,0.4489859938621521,0.8828125,339.51141357421875,20822.181640625
1000,-288.3945007324219,-355.5784606933594,202.74070739746094,0.4133393466472626,1097691.625,0.8377680778503418,1.2485873699188232,2.524419069290161,0.95703125,261.2021179199219,19928.974609375
1100,-280.867919921875,-359.71881103515625,198.2382354736328,0.2055584341287613,996635.1875,0.175339937210083,1.2515439987182617,0.5777391195297241,0.84765625,112.43849182128906,20239.177734375
1200,-288.06158447265625,-356.62158203125,198.642578125,0.17611131072044373,1120866.0,1.092648983001709,1.2523791790008545,0.26514923572540283,0.69921875,301.5242614746094,20624.232421875
1300,-283.081298828125,-354.9814758300781,193.02122497558594,0.22939732670783997,1102605.5,0.5487478375434875,1.2342946529388428,0.2716912627220154,0.73046875,227.55540466308594,21055.33984375
1400,-284.8453063964844,-351.81640625,202.97508239746094,0.17686942219734192,948522.375,0.7137370109558105,1.2099257707595825,0.5994353294372559,0.875,233.48770141601562,19692.400390625
1500,-283.73199462890625,-357.00775146484375,199.63999938964844,0.03892672434449196,996970.3125,0.2092849612236023,1.155719518661499,0.18788723647594452,0.70703125,86.86914825439453,19954.349609375
1600,-282.78656005859375,-357.2204895019531,202.74070739746094,0.18822985887527466,1035236.1875,0.35657811164855957,1.0902349948883057,0.4396853446960449,0.80859375,151.487060546875,20810.884765625
1700,-283.6679992675781,-351.8606872558594,203.34957885742188,0.07818245142698288,1091728.0,0.206922709941864,1.0731778144836426,0.09947263449430466,0.46484375,68.93282318115234,21585.716796875
1800,-284.9986877441406,-360.19830322265625,198.70626831054688,0.1262887865304947,1118551.75,0.3390435576438904,1.0191011428833008,0.18526989221572876,0.66796875,151.94900512695312,21822.734375
1900,-284.8839111328125,-348.75897216796875,201.0050506591797,-0.010884933173656464,942005.75,0.1391303837299347,1.0824214220046997,0.1619739532470703,0.625,50.586124420166016,19863.9609375
2000,-288.992431640625,-357.4180603027344,201.27757263183594,0.22094221413135529,1097552.75,0.16836582124233246,1.0581340789794922,0.5992188453674316,0.8671875,71.1060791015625,21392.962890625
2100,-285.7509460449219,-354.58831787109375,198.36514282226562,0.06906640529632568,1058163.25,0.16421905159950256,1.0102527141571045,0.0964023545384407,0.67578125,81.4546890258789,21084.4921875
2200,-284.0757751464844,-357.08905029296875,198.75633239746094,-0.051139459013938904,932010.75,0.17658554017543793,0.9823504686355591,0.1130986288189888,0.66015625,106.28348541259766,19678.232421875
2300,-284.615478515625,-344.1656799316406,199.94781494140625,-0.010275580920279026,1012058.0,0.17797935009002686,0.9956965446472168,0.06793278455734253,0.4453125,112.85955047607422,20528.029296875
2400,-284.6865539550781,-359.17498779296875,197.6160125732422,0.051728442311286926,996482.25,0.2535897195339203,1.0078378915786743,0.2156563699245453,0.73828125,110.6729736328125,20483.294921875
2500,-286.17254638671875,-350.13568115234375,199.4562530517578,0.13521596789360046,1005149.5,0.276485413312912,1.0164998769760132,0.2701837122440338,0.77734375,114.02351379394531,20528.55078125
2600,-284.49420166015625,-347.8718566894531,185.6259765625,0.06493985652923584,1078821.0,0.08841438591480255,0.9424211382865906,0.028265370056033134,0.58984375,43.756019592285156,21339.939453125
2700,-284.421875,-356.37896728515625,203.41107177734375,0.04265385866165161,1013318.125,0.08692661672830582,0.9267839193344116,0.09175878763198853,0.61328125,77.38166046142578,20543.888671875
2800,-284.3218688964844,-350.14263916015625,196.40762329101562,0.032448314130306244,1047222.5,0.10085161030292511,0.9195111393928528,0.03925422579050064,0.34375,34.371620178222656,21083.953125
2900,-285.122314453125,-352.53131103515625,199.94781494140625,0.014475677162408829,1005339.4375,0.10524901747703552,0.9539757370948792,0.03429796174168587,0.42578125,88.5713119506836,20609.490234375
3000,-283.60137939453125,-350.1966552734375,196.40762329101562,0.10638001561164856,1053518.625,0.07782039791345596,0.9160905480384827,0.06888631731271744,0.62890625,58.39120101928711,21060.40234375
3100,-284.6475524902344,-355.61968994140625,198.17298889160156,0.01769663393497467,987385.8125,0.10590994358062744,0.9554873704910278,0.06624967604875565,0.49609375,62.63548278808594,20319.974609375
3200,-283.8069763183594,-349.26348876953125,202.74070739746094,0.08563720434904099,1051888.75,0.15711835026741028,0.9240411520004272,0.009483497589826584,0.34375,74.61006927490234,21224.916015625
3300,-284.9626159667969,-357.7877197265625,196.84120178222656,0.05588462948799133,1030729.5,0.09275159239768982,0.9575012922286987,0.08190251141786575,0.48828125,12.141592979431152,20952.60546875
3400,-284.0173034667969,-355.6282653808594,202.6076202392578,0.23152415454387665,1075470.75,0.12247368693351746,0.9186915159225464,0.2430354654788971,0.75390625,107.14735412597656,21522.9140625
3500,-284.8020935058594,-349.42022705078125,195.147216796875,-0.021502917632460594,1001413.5,0.11800552904605865,0.942973256111145,0.055900752544403076,0.4921875,33.57524490356445,20402.18359375
3600,-285.381103515625,-354.6352844238281,204.75669860839844,-0.029248975217342377,994805.0,0.08442137390375137,0.9132421612739563,0.04240967333316803,0.47265625,54.89081954956055,20306.61328125
3700,-283.8681335449219,-354.04119873046875,199.10267639160156,0.17256951332092285,1059760.5,0.1350036859512329,0.8783618211746216,0.09270291775465012,0.6640625,110.38965606689453,21293.439453125
3800,-283.5541687011719,-342.9127197265625,201.97622680664062,0.057355716824531555,1011105.875,0.11768965423107147,0.9342264533042908,0.10752353817224503,0.56640625,83.45291900634766,20745.05859375
3900,-283.8979797363281,-357.3035888671875,199.31375122070312,0.005548467859625816,994562.875,0.10705919563770294,0.9262843728065491,0.055715955793857574,0.5,57.29435348510742,20543.103515625
4000,-285.2615966796875,-357.65667724609375,202.1603240966797,0.004257417283952236,1008401.625,0.1768409013748169,0.8953066468238831,0.1445631980895996,0.62890625,79.15926361083984,20457.27734375
4100,-285.99725341796875,-362.179931640625,208.72103881835938,0.041758500039577484,992501.375,0.12132654339075089,0.9239574670791626,0.17443646490573883,0.734375,103.81795501708984,20449.55859375
4200,-283.181640625,-354.6419982910156,202.6076202392578,0.04792431369423866,1027453.75,0.08759771287441254,0.9392242431640625,0.06598621606826782,0.50390625,27.733932495117188,20872.103515625
4300,-282.6894226074219,-352.0833740234375,200.53477478027344,0.12174579501152039,1052708.875,0.11348733305931091,0.9060912132263184,0.20184734463691711,0.734375,62.34251403808594,21207.939453125
4400,-283.9284973144531,-349.1977844238281,200.53477478027344,-0.048020996153354645,973807.625,0.11511432379484177,0.918140709400177,0.04413992539048195,0.33984375,61.47723388671875,20210.791015625
4500,-284.4235534667969,-359.22235107421875,201.32566833496094,0.11009538173675537,999829.375,0.1135033667087555,0.9317824840545654,0.167032390832901,0.68359375,66.23905181884766,20565.150390625
4600,-285.9472351074219,-358.9588317871094,203.34957885742188,-0.15558260679244995,929762.5625,0.1556306630373001,0.8982416391372681,0.06319287419319153,0.34375,88.64338684082031,19402.3671875
4700,-284.9242858886719,-359.00726318359375,196.84774780273438,0.08392342180013657,1036757.6875,0.10039247572422028,0.9175080060958862,0.1236128956079483,0.62109375,47.24580001831055,20868.609375
4800,-285.2624206542969,-349.2730712890625,186.90399169921875,0.16201621294021606,1137526.25,0.10126441717147827,0.8963638544082642,0.03381328657269478,0.2578125,59.22549057006836,22331.34375
4900,-286.32940673828125,-352.83587646484375,198.75633239746094,0.008270299062132835,1010061.375,0.10657554864883423,0.9073057174682617,0.09920860826969147,0.5625,74.78345489501953,20605.97265625
5000,-284.2421569824219,-357.82763671875,195.961669921875,0.06808198988437653,1027034.625,0.06828606128692627,0.8892678022384644,0.09391489624977112,0.546875,56.539764404296875,21040.677734375
